transaction_id,customer_id,transaction_date,transaction_type,amount,branch_id,fraud_label
TXN002247,CUST0380,2024-03-07,Transfer,6227.63,PUN-006,0
TXN002248,CUST0047,2023-10-16,Transfer,7140.73,AHM-008,0
TXN002249,CUST0484,2023-08-27,Bill Payment,37795.63,MU-001,1
TXN002250,CUST0205,2024-02-01,Deposit,17780.4,PUN-006,0
TXN002251,CUST0429,2023-12-06,Deposit,6178.08,KOL-007,0
TXN002252,CUST0154,2024-05-29,Withdrawal,15207.94,DL-002,0
TXN002253,CUST0449,2024-01-16,Bill Payment,1423.64,MU-001,0
TXN002254,CUST0374,2023-11-18,Transfer,7922.9,MU-001,0
TXN002255,CUST0091,2023-11-05,Deposit,43095.23,BLR-003,0
TXN002256,CUST0356,2023-09-10,Bill Payment,3783.27,MU-001,0
TXN002257,CUST0444,2023-10-16,Transfer,1777.28,PUN-006,0
TXN002258,CUST0215,2023-09-19,Withdrawal,2247.32,BLR-003,0
TXN002259,CUST0380,2023-09-16,Withdrawal,1329.34,PUN-006,1
TXN002260,CUST0403,2023-08-26,Withdrawal,1916.56,MU-001,0
TXN002261,CUST0207,2023-12-04,Transfer,3150.73,HYD-005,0
TXN002262,CUST0402,2023-07-15,Deposit,909.89,PUN-006,1
TXN002263,CUST0018,2024-02-26,Withdrawal,5007.75,KOL-007,1
TXN002264,CUST0391,2024-01-10,Withdrawal,14512.02,BLR-003,1
TXN002265,CUST0460,2023-12-26,Withdrawal,1653.57,DL-002,0
TXN002266,CUST0058,2023-08-03,Bill Payment,30428.68,AHM-008,0
TXN002267,CUST0226,2024-03-31,Withdrawal,9072.02,LKN-010,0
TXN002268,CUST0160,2023-07-01,Bill Payment,16927.53,AHM-008,0
TXN002269,CUST0066,2023-11-09,Transfer,2231.88,JAI-009,0
TXN002270,CUST0343,2024-05-10,Deposit,13703.83,AHM-008,0
TXN002271,CUST0101,2024-04-18,Withdrawal,1325.68,CHN-004,0
TXN002272,CUST0116,2023-09-12,Deposit,14304.04,DL-002,0
TXN002273,CUST0455,2023-11-22,Deposit,6040.29,CHN-004,0
TXN002274,CUST0374,2023-10-03,Transfer,9546.23,PUN-006,0
TXN002275,CUST0343,2024-02-22,Transfer,1199.05,BLR-003,0
TXN002276,CUST0339,2024-01-08,Withdrawal,1678.94,LKN-010,0
TXN002277,CUST0383,2023-07-18,Bill Payment,10063.54,MU-001,0
TXN002278,CUST0008,2023-10-02,Withdrawal,1574.96,MU-001,0
TXN002279,CUST0083,2023-10-30,Bill Payment,8568.5,PUN-006,1
TXN002280,CUST0248,2024-03-03,Transfer,952.83,CHN-004,0
TXN002281,CUST0208,2024-04-21,Bill Payment,13599.78,CHN-004,0
TXN002282,CUST0280,2023-11-12,Bill Payment,1119.87,DL-002,0
TXN002283,CUST0394,2024-05-31,Transfer,9535.34,PUN-006,0
TXN002284,CUST0131,2023-10-04,Transfer,10412.45,AHM-008,0
TXN002285,CUST0340,2024-02-19,Deposit,2129.99,PUN-006,0
TXN002286,CUST0033,2023-11-12,Transfer,9881.62,KOL-007,0
TXN002287,CUST0065,2024-04-04,Deposit,6717.9,CHN-004,0
TXN002288,CUST0062,2023-08-26,Transfer,2574.45,BLR-003,0
TXN002289,CUST0232,2023-12-05,Bill Payment,1465.18,JAI-009,0
TXN002290,CUST0495,2023-08-12,Withdrawal,466.31,KOL-007,1
TXN002291,CUST0100,2024-03-18,Withdrawal,7476.95,CHN-004,0
TXN002292,CUST0376,2023-10-10,Transfer,751.62,JAI-009,0
TXN002293,CUST0289,2023-09-16,Deposit,5510.51,JAI-009,0
TXN002294,CUST0356,2023-10-26,Withdrawal,,PUN-006,1
TXN002295,CUST0085,2024-06-13,Withdrawal,11103.01,BLR-003,1
TXN002296,CUST0218,2024-05-08,Withdrawal,3420.51,HYD-005,0
TXN002297,CUST0152,2024-01-22,Bill Payment,,JAI-009,0
TXN002298,CUST0240,2024-02-29,Transfer,11828.24,BLR-003,0
TXN002299,CUST0001,2023-12-01,Deposit,7347.16,HYD-005,0
TXN002300,CUST0160,2024-06-07,Withdrawal,7182.39,LKN-010,0
TXN002301,CUST0031,2023-08-04,Bill Payment,8631.05,BLR-003,0
TXN002302,CUST0392,2023-09-21,Withdrawal,778.46,KOL-007,0
TXN002303,CUST0215,2024-05-26,Bill Payment,12187.26,LKN-010,0
TXN002304,CUST0037,2023-12-27,Withdrawal,10249.28,HYD-005,0
TXN002305,CUST0064,2024-01-22,Withdrawal,1450.96,CHN-004,0
TXN002306,CUST0142,2024-06-09,Transfer,3666.91,MU-001,0
TXN002307,CUST0160,2024-03-23,Deposit,4688.33,LKN-010,0
TXN002308,CUST0225,2024-06-03,Transfer,4182.25,DL-002,0
TXN002309,CUST0233,2024-05-08,Withdrawal,7336.61,DL-002,0
TXN002310,CUST0449,2023-12-22,Transfer,27381.97,MU-001,0
TXN002311,CUST0058,2023-11-08,Bill Payment,17999.87,KOL-007,0
TXN002312,CUST0355,2024-06-28,Bill Payment,1017.74,HYD-005,0
TXN002313,CUST0046,2023-08-22,Transfer,10368.05,CHN-004,0
TXN002314,CUST0254,2024-06-05,Bill Payment,24214.82,KOL-007,0
TXN002315,CUST0443,2023-08-23,Transfer,7817.89,HYD-005,0
TXN002316,CUST0261,2024-05-23,Transfer,18199.99,KOL-007,0
TXN002317,CUST0183,2023-11-06,Deposit,54979.99,MU-001,0
TXN002318,CUST0125,2024-03-05,Bill Payment,16788.53,CHN-004,0
TXN002319,CUST0137,2024-06-05,Deposit,6628.74,AHM-008,0
TXN002320,CUST0193,2024-04-15,Bill Payment,17224.81,MU-001,0
TXN002321,CUST0430,00/00/0000,Deposit,5848.06,LKN-010,0
TXN002322,CUST0185,00/00/0000,Bill Payment,5057.78,KOL-007,0
TXN002323,CUST0178,00/00/0000,Bill Payment,3223.76,AHM-008,0
TXN002324,CUST0020,2024-03-24,Bill Payment,32083.46,KOL-007,0
TXN002325,CUST0111,2023-07-14,Withdrawal,1840.67,MU-001,1
TXN002326,CUST0051,2023-12-16,Transfer,30910.19,KOL-007,0
TXN002327,CUST0435,2024-02-19,Transfer,8953.83,PUN-006,0
TXN002328,CUST0181,2023-12-24,Withdrawal,916.75,HYD-005,0
TXN002329,CUST0167,2023-07-25,Bill Payment,7640.2,HYD-005,0
TXN002330,CUST0108,2023-09-21,Transfer,395.43,KOL-007,0
TXN002331,CUST0433,2023-09-27,Bill Payment,10410.91,DL-002,0
TXN002332,CUST0276,2024-05-11,Withdrawal,14218.2,PUN-006,0
TXN002333,CUST0469,2023-08-21,Deposit,2414.32,KOL-007,0
TXN002334,CUST0328,2024-03-11,Withdrawal,5700.2,KOL-007,0
TXN002335,CUST0249,2024-06-27,Transfer,,PUN-006,0
TXN002336,CUST0387,2024-01-02,Withdrawal,2678.75,BLR-003,1
TXN002337,CUST0098,2023-08-27,Transfer,,JAI-009,0
TXN002338,CUST0152,2024-04-12,Withdrawal,29085.53,KOL-007,0
TXN002339,CUST0102,2023-08-08,Deposit,51797.89,DL-002,0
TXN002340,CUST0208,2024-06-04,Transfer,4936.61,BLR-003,0
TXN002341,CUST0182,2024-03-29,Bill Payment,16543.62,BLR-003,0
TXN002342,CUST0433,2023-08-23,Transfer,24582.03,LKN-010,0
TXN002343,CUST0166,2023-08-12,Withdrawal,2016.3,AHM-008,1
TXN002344,CUST0281,2023-11-03,Withdrawal,2745.27,HYD-005,1
TXN002345,CUST0427,2023-10-23,Withdrawal,21526.7,CHN-004,0
TXN002346,CUST0332,2024-02-11,Withdrawal,37123.93,BLR-003,1
TXN002347,CUST0494,2023-11-02,Deposit,9657.18,LKN-010,0
TXN002348,CUST0213,2024-02-10,Withdrawal,1709.96,KOL-007,0
TXN002349,CUST0298,2024-03-22,Bill Payment,,LKN-010,0
TXN002350,CUST0383,2024-01-15,Transfer,2598.88,PUN-006,0
TXN002351,CUST0221,2023-11-12,Transfer,3287.34,PUN-006,0
TXN002352,CUST0164,2023-10-29,Transfer,7411.63,DL-002,0
TXN002353,CUST0165,2023-09-07,Withdrawal,31729.19,JAI-009,0
TXN002354,CUST0470,2023-08-19,Bill Payment,13694.8,JAI-009,0
TXN002355,CUST0117,2024-05-05,Transfer,8085.59,JAI-009,0
TXN002356,CUST0239,2023-10-23,Transfer,8569.34,LKN-010,0
TXN002357,CUST0317,2024-02-21,Bill Payment,,AHM-008,0
TXN002358,CUST0489,2023-08-03,Withdrawal,9602.39,MU-001,1
TXN002359,CUST0333,2024-04-12,Deposit,236.16,PUN-006,0
TXN002360,CUST0076,2024-06-26,Deposit,3442.91,PUN-006,0
TXN002361,CUST0292,2023-11-19,Transfer,6565.52,MU-001,0
TXN002362,CUST0221,2024-03-08,Withdrawal,1234.95,KOL-007,1
TXN002363,CUST0159,2024-02-17,Transfer,7813.34,PUN-006,0
TXN002364,CUST0485,2024-03-17,Bill Payment,3845.41,BLR-003,0
TXN002365,CUST0301,2024-06-13,Transfer,40399.43,MU-001,0
TXN002366,CUST0365,2023-07-28,Transfer,32455.45,LKN-010,0
TXN002367,CUST0315,2023-08-06,Deposit,,JAI-009,0
TXN002368,CUST0376,2023-09-21,Withdrawal,4101.04,CHN-004,0
TXN002369,CUST0428,2023-09-30,Withdrawal,4497.44,MU-001,0
TXN002370,CUST0374,2024-03-10,Deposit,2858.38,PUN-006,0
TXN002371,CUST0294,00/00/0000,Bill Payment,6210.71,KOL-007,0
TXN002372,CUST0071,2024-02-28,Transfer,1978.44,BLR-003,0
TXN002373,CUST0091,2023-12-29,Bill Payment,1265.55,HYD-005,0
TXN002374,CUST0134,2023-10-03,Bill Payment,10376.03,CHN-004,0
TXN002375,CUST0325,2024-05-27,Deposit,10461.27,PUN-006,0
TXN002376,CUST0269,2023-08-18,Transfer,1872.11,MU-001,0
TXN002377,CUST0286,2023-08-01,Deposit,14391.98,PUN-006,0
TXN002378,CUST0494,2023-07-01,Deposit,2303.32,MU-001,0
TXN002379,CUST0015,2023-12-04,Transfer,6659.49,DL-002,0
TXN002380,CUST0326,2023-10-05,Bill Payment,13153.1,BLR-003,0
TXN002381,CUST0050,2023-12-24,Withdrawal,4720.48,LKN-010,0
TXN002382,CUST0457,2023-09-29,Bill Payment,8481.89,BLR-003,0
TXN002383,CUST0016,2024-02-13,Deposit,2644.62,JAI-009,0
TXN002384,CUST0414,2023-08-31,Transfer,3882.52,HYD-005,0
TXN002385,CUST0093,2024-06-14,Withdrawal,3839.01,DL-002,1
TXN002386,CUST0080,2024-05-04,Transfer,2006.42,AHM-008,0
TXN002387,CUST0426,00/00/0000,Bill Payment,3975.36,AHM-008,0
TXN002388,CUST0284,2024-06-07,Deposit,766.36,PUN-006,0
TXN002389,CUST0123,2023-09-11,Bill Payment,2726.07,CHN-004,0
TXN002390,CUST0184,2023-07-22,Deposit,3491.72,AHM-008,0
TXN002391,CUST0363,2024-06-02,Deposit,,JAI-009,0
TXN002392,CUST0165,2024-05-31,Bill Payment,3678.29,JAI-009,0
TXN002393,CUST0165,2023-11-22,Withdrawal,4563.67,AHM-008,0
TXN002394,CUST0484,2023-11-27,Bill Payment,8737.07,KOL-007,0
TXN002395,CUST0252,2023-08-12,Deposit,14036.56,AHM-008,0
TXN002396,CUST0248,2024-04-13,Bill Payment,2253.59,HYD-005,0
TXN002397,CUST0395,2023-11-25,Deposit,1159.98,JAI-009,0
TXN002398,CUST0485,2023-10-05,Deposit,1407.47,HYD-005,0
TXN002399,CUST0278,2024-04-18,Withdrawal,2739.02,PUN-006,0
TXN002400,CUST0015,2024-03-30,Deposit,3221.8,HYD-005,0
TXN002401,CUST0494,2023-12-28,Deposit,1950.82,KOL-007,0
TXN002402,CUST0435,00/00/0000,Withdrawal,1037.59,JAI-009,0
TXN002403,CUST0023,2024-06-22,Withdrawal,2843.11,DL-002,0
TXN002404,CUST0457,2023-10-04,Withdrawal,6110.18,PUN-006,1
TXN002405,CUST0254,2023-10-13,Withdrawal,10037.02,LKN-010,0
TXN002406,CUST0024,2023-07-08,Bill Payment,2517.68,CHN-004,0
TXN002407,CUST0474,2023-08-29,Transfer,2994.11,MU-001,0
TXN002408,CUST0417,2024-06-02,Transfer,1616.41,BLR-003,0
TXN002409,CUST0191,2023-10-25,Bill Payment,4732.8,MU-001,0
TXN002410,CUST0127,2024-05-02,Transfer,1775.59,KOL-007,0
TXN002411,CUST0443,2024-06-28,Transfer,9776.66,CHN-004,0
TXN002412,CUST0378,2024-05-30,Transfer,576.49,KOL-007,0
TXN002413,CUST0422,2024-01-29,Bill Payment,3192.13,KOL-007,0
TXN002414,CUST0419,2023-10-06,Bill Payment,7053.85,HYD-005,0
TXN002415,CUST0355,2024-05-16,Bill Payment,6127.86,MU-001,0
TXN002416,CUST0066,2024-02-15,Withdrawal,124447.65,DL-002,0
TXN002417,CUST0082,2023-08-29,Bill Payment,7478.29,DL-002,0
TXN002418,CUST0086,2023-12-15,Transfer,1473.11,KOL-007,0
TXN002419,CUST0146,2023-11-24,Transfer,4382.8,DL-002,0
TXN002420,CUST0422,2024-01-19,Withdrawal,583.18,DL-002,0
TXN002421,CUST0103,2024-03-11,Withdrawal,4461.68,JAI-009,0
TXN002422,CUST0246,00/00/0000,Deposit,1808.64,DL-002,0
TXN002423,CUST0095,2024-01-15,Deposit,14742.18,DL-002,0
TXN002424,CUST0190,2024-05-11,Bill Payment,2541.61,BLR-003,0
TXN002425,CUST0340,2023-07-22,Withdrawal,4272.19,CHN-004,0
TXN002426,CUST0292,2023-07-23,Deposit,2292.35,BLR-003,0
TXN002427,CUST0472,2023-11-06,Withdrawal,39601.47,PUN-006,0
TXN002428,CUST0029,2024-05-25,Bill Payment,3342.61,KOL-007,0
TXN002429,CUST0259,00/00/0000,Deposit,44314.55,CHN-004,0
TXN002430,CUST0172,2023-10-08,Bill Payment,13055.73,MU-001,0
TXN002431,CUST0432,2023-08-05,Withdrawal,8764.63,LKN-010,0
TXN002432,CUST0083,2024-04-11,Withdrawal,7650.14,JAI-009,0
TXN002433,CUST0058,2023-07-30,Deposit,7883.73,KOL-007,0
TXN002434,CUST0317,2023-07-09,Withdrawal,486.28,PUN-006,0
TXN002435,CUST0462,2023-09-12,Deposit,3516.92,CHN-004,1
TXN002436,CUST0289,2023-07-02,Deposit,13550.65,KOL-007,0
TXN002437,CUST0439,2023-08-31,Withdrawal,4634.68,MU-001,1
TXN002438,CUST0011,2023-08-07,Bill Payment,910.3,LKN-010,0
TXN002439,CUST0352,2023-11-22,Bill Payment,4615.22,AHM-008,0
TXN002440,CUST0350,2023-10-30,Bill Payment,37984.24,LKN-010,0
TXN002441,CUST0233,2024-05-21,Bill Payment,,BLR-003,0
TXN002442,CUST0115,2024-01-01,Withdrawal,4562.36,HYD-005,1
TXN002443,CUST0494,2023-09-28,Bill Payment,15394.09,HYD-005,0
TXN002444,CUST0379,2024-01-05,Deposit,3165.9,KOL-007,0
TXN002445,CUST0022,2023-09-12,Bill Payment,636.1,KOL-007,0
TXN002446,CUST0437,2024-04-03,Withdrawal,1620.74,KOL-007,1
TXN002447,CUST0181,2024-05-16,Withdrawal,32063.27,KOL-007,0
TXN002448,CUST0236,2024-01-30,Bill Payment,3537.62,AHM-008,0
TXN002449,CUST0187,2024-02-23,Transfer,3669.97,PUN-006,0
TXN002450,CUST0371,2023-09-07,Withdrawal,3429.58,CHN-004,1
TXN002451,CUST0292,2023-10-06,Withdrawal,,LKN-010,0
TXN002452,CUST0281,2024-02-23,Bill Payment,34584.15,PUN-006,0
TXN002453,CUST0202,2023-10-18,Withdrawal,70441.39,AHM-008,0
TXN002454,CUST0232,2024-05-29,Transfer,4060.84,LKN-010,0
TXN002455,CUST0112,2023-10-11,Transfer,7007.59,JAI-009,0
TXN002456,CUST0197,2024-06-02,Bill Payment,796.34,BLR-003,0
TXN002457,CUST0356,2023-07-13,Withdrawal,28920.94,KOL-007,1
TXN002458,CUST0140,2023-09-27,Withdrawal,1210.35,KOL-007,0
TXN002459,CUST0078,2023-10-10,Bill Payment,6374.94,PUN-006,0
TXN002460,CUST0391,2023-09-05,Bill Payment,1317.16,PUN-006,0
TXN002461,CUST0272,2024-05-09,Deposit,,DL-002,0
TXN002462,CUST0011,2023-08-13,Deposit,1799.54,MU-001,0
TXN002463,CUST0161,2023-08-16,Transfer,2369.77,CHN-004,0
TXN002464,CUST0158,2023-10-18,Deposit,2573.58,PUN-006,0
TXN002465,CUST0299,2023-12-09,Bill Payment,2545.49,AHM-008,0
TXN002466,CUST0149,2023-09-28,Transfer,13359.74,DL-002,0
TXN002467,CUST0462,2023-09-20,Withdrawal,1305.27,BLR-003,0
TXN002468,CUST0467,2024-03-29,Bill Payment,6403.82,BLR-003,0
TXN002469,CUST0241,2024-05-17,Transfer,21195.64,CHN-004,0
TXN002470,CUST0485,2024-06-04,Withdrawal,2654.91,AHM-008,1
TXN002471,CUST0070,2023-07-21,Bill Payment,2076.62,AHM-008,0
TXN002472,CUST0393,2023-09-26,Deposit,3727.04,LKN-010,0
TXN002473,CUST0477,2024-01-02,Bill Payment,20245.14,LKN-010,0
TXN002474,CUST0458,2024-02-15,Deposit,6203.87,AHM-008,0
TXN002475,CUST0177,2024-04-16,Transfer,2598.12,DL-002,0
TXN002476,CUST0091,2023-08-05,Withdrawal,8783.69,LKN-010,1
TXN002477,CUST0470,2024-01-18,Withdrawal,1309.3,DL-002,0
TXN002478,CUST0101,2024-06-07,Transfer,11132.58,HYD-005,0
TXN002479,CUST0182,2023-08-12,Bill Payment,8025.09,MU-001,0
TXN002480,CUST0214,2024-04-28,Withdrawal,3396.94,PUN-006,0
TXN002481,CUST0263,2023-10-07,Transfer,1796.68,JAI-009,0
TXN002482,CUST0251,00/00/0000,Transfer,1695.92,BLR-003,0
TXN002483,CUST0359,2023-10-31,Transfer,9337.38,HYD-005,0
TXN002484,CUST0173,2024-02-07,Deposit,,HYD-005,0
TXN002485,CUST0235,2024-06-01,Deposit,2287.54,PUN-006,0
TXN002486,CUST0447,2023-09-05,Deposit,8519.08,LKN-010,1
TXN002487,CUST0103,2024-01-11,Bill Payment,401.64,KOL-007,0
TXN002488,CUST0345,00/00/0000,Transfer,2436.84,KOL-007,0
TXN002489,CUST0438,2024-03-19,Bill Payment,4734.96,KOL-007,0
TXN002490,CUST0483,2023-09-06,Transfer,1649.75,HYD-005,0
TXN002491,CUST0145,2024-03-07,Transfer,1597.5,DL-002,0
TXN002492,CUST0044,2024-06-08,Transfer,,JAI-009,0
TXN002493,CUST0416,2023-07-12,Withdrawal,6978.79,DL-002,0
TXN002494,CUST0192,2023-09-29,Deposit,3925.33,BLR-003,0
TXN002495,CUST0399,2023-10-30,Deposit,335.0,DL-002,1
TXN002496,CUST0378,2023-07-07,Transfer,385.74,LKN-010,0
TXN002497,CUST0321,2024-04-24,Bill Payment,,PUN-006,0
TXN002498,CUST0314,2023-08-24,Deposit,8511.93,MU-001,0
TXN002499,CUST0471,2023-10-11,Deposit,181.82,BLR-003,0
TXN002500,CUST0002,2023-08-16,Bill Payment,2698.16,CHN-004,0
TXN002501,CUST0199,2023-08-10,Transfer,2613.65,JAI-009,0
TXN002502,CUST0363,2023-10-10,Bill Payment,26003.99,LKN-010,0
TXN002503,CUST0148,2024-02-26,Deposit,3096.33,AHM-008,0
TXN002504,CUST0041,2023-07-04,Withdrawal,7782.14,CHN-004,0
TXN002505,CUST0295,2024-04-03,Withdrawal,5822.64,DL-002,0
TXN002506,CUST0097,2023-08-08,Withdrawal,381.2,PUN-006,0
TXN002507,CUST0084,2023-10-25,Bill Payment,12355.4,LKN-010,0
TXN002508,CUST0260,2024-01-28,Transfer,6364.4,CHN-004,0
TXN002509,CUST0377,2023-12-24,Withdrawal,,JAI-009,1
TXN002510,CUST0129,2024-06-14,Transfer,500000.0,BLR-003,1
TXN002511,CUST0253,2023-08-02,Transfer,403.05,MU-001,0
TXN002512,CUST0041,2024-02-06,Bill Payment,38934.5,MU-001,0
TXN002513,CUST0046,2024-06-10,Transfer,3480.96,LKN-010,0
TXN002514,CUST0358,2024-01-02,Deposit,6938.18,LKN-010,0
TXN002515,CUST0231,2023-12-11,Transfer,4653.55,AHM-008,0
TXN002516,CUST0391,2023-12-01,Bill Payment,2954.0,PUN-006,0
TXN002517,CUST0117,2023-10-06,Withdrawal,2480.46,MU-001,0
TXN002518,CUST0239,2024-01-26,Bill Payment,7298.4,PUN-006,0
TXN002519,CUST0238,2024-01-23,Bill Payment,795.83,AHM-008,0
TXN002520,CUST0215,2024-01-14,Deposit,12096.79,BLR-003,0
TXN002521,CUST0446,2024-01-12,Withdrawal,2982.65,KOL-007,1
TXN002522,CUST0406,2024-02-08,Withdrawal,1266.38,BLR-003,0
TXN002523,CUST0112,2023-10-03,Deposit,2864.03,MU-001,0
TXN002524,CUST0139,2023-09-15,Transfer,22216.25,CHN-004,1
TXN002525,CUST0082,2024-01-17,Transfer,2585.3,JAI-009,0
TXN002526,CUST0250,2023-10-06,Bill Payment,7556.36,KOL-007,0
TXN002527,CUST0250,2023-09-20,Deposit,2044.39,PUN-006,0
TXN002528,CUST0488,2023-08-04,Transfer,12203.84,AHM-008,0
TXN002529,CUST0121,2023-09-11,Bill Payment,11188.14,CHN-004,0
TXN002530,CUST0490,2023-07-07,Transfer,45176.42,BLR-003,0
TXN002531,CUST0351,2023-12-07,Bill Payment,3981.14,LKN-010,0
TXN002532,CUST0272,2023-09-05,Transfer,10964.15,PUN-006,0
TXN002533,CUST0443,2024-06-17,Withdrawal,5528.55,PUN-006,1
TXN002534,CUST0033,2024-02-28,Deposit,23272.93,AHM-008,0
TXN002535,CUST0108,2023-11-04,Transfer,2074.35,CHN-004,0
TXN002536,CUST0325,2023-12-08,Bill Payment,12016.14,HYD-005,0
TXN002537,CUST0407,2024-04-21,Transfer,3890.77,CHN-004,0
TXN002538,CUST0401,2023-12-12,Withdrawal,4550.42,LKN-010,0
TXN002539,CUST0251,2023-11-05,Bill Payment,5486.81,MU-001,0
TXN002540,CUST0197,2023-08-18,Withdrawal,,LKN-010,0
TXN002541,CUST0252,2024-03-27,Bill Payment,4274.94,LKN-010,0
TXN002542,CUST0035,2023-11-14,Bill Payment,6359.19,KOL-007,0
TXN002543,CUST0365,2023-11-19,Withdrawal,32654.62,PUN-006,0
TXN002544,CUST0243,2023-07-31,Withdrawal,,CHN-004,0
TXN002545,CUST0183,2023-12-15,Bill Payment,13946.52,JAI-009,0
TXN002546,CUST0490,2023-11-17,Transfer,2845.1,AHM-008,0
TXN002547,CUST0453,2024-05-05,Withdrawal,1690.72,CHN-004,0
TXN002548,CUST0310,2024-05-01,Deposit,15465.4,HYD-005,0
TXN002549,CUST0269,2023-10-08,Transfer,14062.35,CHN-004,0
TXN002550,CUST0359,2024-02-02,Deposit,28773.35,HYD-005,0
TXN002551,CUST0152,2023-09-12,Deposit,2380.87,MU-001,0
TXN002552,CUST0041,2024-02-01,Transfer,,AHM-008,0
TXN002553,CUST0229,2023-09-14,Bill Payment,687.2,JAI-009,0
TXN002554,CUST0389,2024-02-13,Transfer,3068.78,DL-002,0
TXN002555,CUST0142,2024-02-19,Withdrawal,16250.59,LKN-010,1
TXN002556,CUST0301,2023-09-22,Withdrawal,2807.94,PUN-006,1
TXN002557,CUST0027,2023-09-02,Transfer,,JAI-009,0
TXN002558,CUST0162,2023-09-11,Bill Payment,3910.41,JAI-009,1
TXN002559,CUST0331,2024-02-08,Transfer,7250.81,KOL-007,0
TXN002560,CUST0429,2024-05-09,Deposit,1239.88,HYD-005,0
TXN002561,CUST0021,2024-04-17,Deposit,,BLR-003,0
TXN002562,CUST0072,2023-08-04,Withdrawal,135.73,DL-002,0
TXN002563,CUST0121,2024-06-30,Deposit,3927.37,PUN-006,0
TXN002564,CUST0042,2023-12-21,Bill Payment,694.67,PUN-006,0
TXN002565,CUST0206,2024-03-09,Deposit,20893.5,JAI-009,0
TXN002566,CUST0356,2024-01-19,Withdrawal,12492.56,JAI-009,1
TXN002567,CUST0230,2023-10-15,Withdrawal,8604.2,DL-002,1
TXN002568,CUST0117,00/00/0000,Withdrawal,30491.63,MU-001,0
TXN002569,CUST0013,2024-04-11,Deposit,1573.88,CHN-004,0
TXN002570,CUST0113,2023-07-22,Withdrawal,40008.04,BLR-003,0
TXN002571,CUST0257,2023-09-09,Transfer,15042.43,PUN-006,0
TXN002572,CUST0344,2024-05-20,Bill Payment,3700.17,MU-001,0
TXN002573,CUST0253,2023-11-26,Deposit,19201.51,KOL-007,0
TXN002574,CUST0103,2023-07-21,Deposit,1303.03,CHN-004,0
TXN002575,CUST0004,2024-03-08,Transfer,1827.28,DL-002,0
TXN002576,CUST0261,2024-01-05,Withdrawal,2367.74,KOL-007,1
TXN002577,CUST0004,2024-03-31,Transfer,2605.1,HYD-005,0
TXN002578,CUST0199,2024-03-18,Withdrawal,1383.17,CHN-004,1
TXN002579,CUST0172,2023-11-09,Withdrawal,21326.37,PUN-006,0
TXN002580,CUST0062,2024-01-18,Transfer,3602.47,AHM-008,1
TXN002581,CUST0496,2024-05-04,Bill Payment,7502.61,CHN-004,0
TXN002582,CUST0199,2023-07-22,Deposit,2478.92,CHN-004,0
TXN002583,CUST0377,2024-04-17,Transfer,552.95,CHN-004,0
TXN002584,CUST0185,2023-12-03,Bill Payment,6795.86,MU-001,0
TXN002585,CUST0291,2023-10-26,Transfer,495.36,CHN-004,0
TXN002586,CUST0007,2023-12-06,Withdrawal,4526.21,BLR-003,0
TXN002587,CUST0256,2023-10-14,Bill Payment,951.48,PUN-006,0
TXN002588,CUST0309,2024-01-17,Withdrawal,53355.44,AHM-008,0
TXN002589,CUST0147,2024-05-01,Withdrawal,14671.11,DL-002,0
TXN002590,CUST0437,2023-07-01,Deposit,5579.78,LKN-010,0
TXN002591,CUST0485,2023-07-06,Transfer,22391.75,MU-001,0
TXN002592,CUST0374,2024-01-12,Withdrawal,1780.09,DL-002,1
TXN002593,CUST0331,2023-10-19,Withdrawal,9434.94,KOL-007,0
TXN002594,CUST0039,2024-01-07,Transfer,6246.47,KOL-007,0
TXN002595,CUST0395,2023-11-30,Deposit,6746.8,DL-002,0
TXN002596,CUST0234,2023-11-12,Withdrawal,22625.3,DL-002,1
TXN002597,CUST0406,2024-06-14,Deposit,11837.06,AHM-008,0
TXN002598,CUST0045,2023-08-27,Withdrawal,6949.8,AHM-008,0
TXN002599,CUST0356,2024-04-22,Transfer,674.61,HYD-005,1
TXN002600,CUST0246,2024-04-14,Deposit,1553.0,BLR-003,0
TXN002601,CUST0348,2024-01-20,Bill Payment,4241.83,MU-001,0
TXN002602,CUST0426,2024-02-07,Bill Payment,5497.49,KOL-007,0
TXN002603,CUST0296,2023-07-07,Deposit,1266.17,DL-002,0
TXN002604,CUST0364,2023-11-21,Transfer,,AHM-008,0
TXN002605,CUST0013,2023-11-14,Transfer,30323.34,CHN-004,0
TXN002606,CUST0415,2024-02-15,Deposit,10122.76,MU-001,0
TXN002607,CUST0287,2024-02-08,Bill Payment,5358.53,CHN-004,0
TXN002608,CUST0147,2023-07-25,Transfer,3809.87,DL-002,0
TXN002609,CUST0421,2024-02-19,Bill Payment,1568.22,JAI-009,0
TXN002610,CUST0462,2024-06-02,Transfer,5393.64,JAI-009,0
TXN002611,CUST0377,2023-12-12,Transfer,6696.25,KOL-007,0
TXN002612,CUST0191,00/00/0000,Bill Payment,1107.53,PUN-006,0
TXN002613,CUST0417,2023-09-14,Bill Payment,7339.4,JAI-009,0
TXN002614,CUST0045,2024-02-07,Transfer,4079.33,BLR-003,0
TXN002615,CUST0331,2023-12-31,Bill Payment,498.02,AHM-008,0
TXN002616,CUST0085,2024-06-13,Deposit,1750.29,PUN-006,0
TXN002617,CUST0075,2024-05-16,Transfer,2991.93,JAI-009,0
